Log File;Protocol;Benchmark;Cache Size;Associativity;Block Size;Max Exec;Exec 0;Exec 1;Exec 2;Exec 3;Comp 0;Comp 1;Comp 2;Comp 3;LD 0;ST 0;LD 1;ST 1;LD 2;ST 2;LD 3;ST 3;Idle 0;Idle 1;Idle 2;Idle 3;Miss% 0;Miss% 1;Miss% 2;Miss% 3;Traffic;Invalidations;Updates;Write-backs;Priv% T;Priv% 0;Priv% 1;Priv% 2;Priv% 3;Priv T;Priv 0;Priv 1;Priv 2;Priv 3;Real (s);User (s);Sys (s);CPU (%);Ctx-sw (vol);Ctx-sw (invol);PFault (maj);PFault (min);Swaps
MESI-bodytrack-4096-2-256.time;MESI;bodytrack;4096;2;256;43767127;42554976;19056555;43067090;43767127;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;26037873;25434431;1499678;25926977;6.91%;6.69%;11.56%;6.75%;195398144;926;0;79230;84.65%;84.78%;86.73%;81.63%;82.57%;8464938;2772357;2851080;96074;2745427;131.61;130.29;1.26;99;119;7;0;277607;0
MESI-bodytrack-4096-2-32.time;MESI;bodytrack;4096;2;32;39501454;38841597;18508869;39028983;39501454;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;21772200;21721052;951992;21888870;5.64%;5.60%;7.04%;5.57%;20627456;1373;0;82857;85.13%;83.21%;89.42%;80.76%;82.93%;8513212;2721140;2939591;95050;2757431;295.02;293.19;1.77;99;268;7;0;277615;0
MESI-bodytrack-4096-2-4.time;MESI;bodytrack;4096;2;4;56786564;55879927;19676120;56565017;56786564;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;39057310;38759382;2119243;39424904;10.90%;10.78%;16.96%;10.82%;5924272;2944;0;390733;83.22%;79.91%;80.75%;80.70%;89.02%;8322418;2613245;2654485;94978;2959710;3785.04;3776.02;8.64;99;3709;7;0;298654;0
MESI-bodytrack-4096-2-512.time;MESI;bodytrack;4096;2;512;49416699;47914080;19266185;48990406;49416699;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;31687445;30793535;1709308;31850293;8.60%;8.28%;13.38%;8.49%;503352832;1349;0;131690;83.05%;86.46%;81.29%;83.09%;81.42%;8304597;2827425;2672370;97790;2707012;135.18;133.88;1.27;99;73;9;0;277609;0
MESI-bodytrack-4096-2-64.time;MESI;bodytrack;4096;2;64;39314044;38501681;18444863;38842065;39314044;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;21584790;21381136;887986;21701952;5.58%;5.49%;6.50%;5.51%;39511808;1145;0;63428;86.42%;83.80%;89.24%;80.85%;86.39%;8641622;2740455;2933604;95161;2872402;185.48;184.08;1.37;99;85;7;0;277612;0
MESI-bodytrack-4096-2-8.time;MESI;bodytrack;4096;2;8;49061384;48550551;19232999;48566366;49061384;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;31332130;31430006;1676122;31426253;8.54%;8.55%;13.18%;8.41%;8790936;2836;0;243202;86.35%;88.77%;85.82%;80.93%;84.68%;8634945;2902979;2821091;95256;2815619;1556.03;1552.09;3.69;99;1764;8;0;298296;0
MESI-bodytrack-4096-256-16.time;MESI;bodytrack;4096;256;16;41310543;41124757;18691464;41012529;41310543;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23581289;24004212;1134587;23872416;6.18%;6.29%;8.60%;6.15%;11931168;2541;0;122361;94.11%;92.59%;92.01%;80.74%;98.15%;9410865;3027894;3024451;95024;3263496;2439.37;2433.99;5.20;99;2268;7;0;300683;0
MESI-bodytrack-4096-32-16.time;MESI;bodytrack;4096;32;16;41354700;41158256;18690611;41064063;41354700;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23625446;24037711;1133734;23923950;6.19%;6.30%;8.59%;6.16%;11954224;2562;0;122582;93.28%;92.60%;89.50%;80.73%;98.13%;9327903;3028189;2941933;95018;3262763;810.14;808.57;1.47;99;1111;9;0;313907;0
MESI-bodytrack-4096-4-16.time;MESI;bodytrack;4096;4;16;41878704;41674009;18705477;41689682;41878704;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;24149450;24553464;1148600;24549569;6.35%;6.46%;8.72%;6.35%;12331584;2286;0;129080;87.12%;92.11%;73.77%;80.68%;95.65%;8712345;3012056;2424927;94962;3180400;588.81;584.80;2.77;99;278;9;0;277619;0
MESI-bodytrack-4096-64-16.time;MESI;bodytrack;4096;64;16;41303265;41126240;18690335;41015460;41303265;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23574011;24005695;1133458;23875347;6.17%;6.29%;8.59%;6.15%;11930336;2516;0;122340;94.12%;92.59%;91.96%;80.71%;98.24%;9412239;3027920;3022800;94991;3266528;1000.23;998.09;1.92;99;1228;8;0;310723;0
MESI-bodytrack-4096-8-16.time;MESI;bodytrack;4096;8;16;41536102;41337072;18700242;41276967;41536102;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;23806848;24216527;1143365;24136854;6.25%;6.36%;8.68%;6.23%;12082224;2448;0;124611;92.65%;92.57%;88.04%;80.67%;97.73%;9265453;3027219;2893992;94952;3249290;620.88;617.83;2.97;99;422;10;0;277619;0
MESI-bodytrack-512-2-16.time;MESI;bodytrack;512;2;16;71921751;72423307;20044196;73379806;73379806;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;54192497;55302762;2487319;56239693;15.54%;15.79%;20.03%;15.88%;33336448;134;0;504570;92.78%;92.07%;95.22%;85.45%;91.33%;9278343;3010912;3130160;100577;3036694;245.57;243.27;1.59;99;578;9;0;277612;0
MESI-bodytrack-65536-2-16.time;MESI;bodytrack;65536;2;16;29036518;27946518;18145097;28087282;29036518;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;11307264;10825973;588220;10947169;2.34%;2.26%;3.85%;2.24%;4552560;6507;0;54581;71.52%;66.75%;67.68%;77.83%;79.79%;7152015;2182934;2224661;91602;2652818;4211.69;4208.73;2.67;99;5191;12;0;316647;0
MESI-bodytrack-8192-2-16.time;MESI;bodytrack;8192;2;16;40264321;40106507;18482547;40079787;40264321;17729254;17120545;17556877;17140113;2380720;889412;2388005;899247;74523;43175;2416052;908867;22535067;22985962;925670;22939674;5.85%;5.98%;6.80%;5.86%;11427376;2619;0;123156;85.27%;84.49%;81.57%;79.38%;89.92%;8527396;2762926;2681379;93428;2989663;966.29;963.88;1.94;99;2815;8;0;311346;0
MESI-fluidanimate-1024-2-16.time;MESI;fluidanimate;1024;2;16;49000172;43964884;50613463;43655682;50613463;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;37662390;32674085;39275792;32354167;13.60%;12.56%;14.07%;12.40%;32093344;752;0;687506;85.90%;85.93%;84.95%;87.28%;85.31%;8589563;2213967;2045397;2272944;2057255;338.52;337.38;1.11;99;150;8;0;303107;0
MESI-fluidanimate-128-2-16.time;MESI;fluidanimate;128;2;16;125747295;106894868;127478030;107598926;127478030;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;114409513;95604069;116140359;96297411;43.05%;38.29%;43.25%;38.52%;86653696;64;0;1329450;90.77%;90.75%;90.33%;91.57%;90.35%;9076570;2338056;2174908;2384778;2178828;299.74;297.62;1.75;99;451;8;0;307572;0
MESI-fluidanimate-16384-2-16.time;MESI;fluidanimate;16384;2;16;29069999;27675517;29318459;28032807;29318459;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;17732217;16384718;17980788;16731292;5.85%;5.73%;5.85%;5.78%;16028800;7638;0;421233;84.42%;83.45%;88.26%;84.08%;81.99%;8442069;2150051;2125266;2189623;1977129;3123.91;3121.35;2.11;99;5311;10;0;343943;0
MESI-fluidanimate-2048-2-16.time;MESI;fluidanimate;2048;2;16;41055083;37213707;42840975;37031745;42840975;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;29717301;25922908;31503304;25730230;10.52%;9.75%;11.08%;9.65%;26438016;1477;0;625373;85.47%;85.66%;84.45%;86.71%;84.92%;8546579;2207012;2033499;2258205;2047863;521.85;520.49;1.29;99;579;9;0;303111;0
MESI-fluidanimate-256-2-16.time;MESI;fluidanimate;256;2;16;87632520;71756871;88932467;71124335;88932467;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;76294738;60466072;77594796;59822820;28.51%;24.02%;28.70%;23.72%;58835264;126;0;1045201;87.93%;88.09%;87.31%;89.28%;86.91%;8793053;2269765;2102355;2325139;2095794;251.34;249.66;1.64;99;272;10;0;313573;0
MESI-fluidanimate-32768-2-16.time;MESI;fluidanimate;32768;2;16;27525553;26220660;27805874;26860247;27805874;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;16187771;14929861;16468203;15558732;5.23%;5.14%;5.15%;5.24%;14410288;12250;0;381463;84.67%;83.04%;90.24%;83.60%;82.00%;8466967;2139425;2172922;2177196;1977424;5419.46;5416.74;2.27;99;6986;8;0;344489;0
MESI-fluidanimate-4096-1-16.time;MESI;fluidanimate;4096;1;16;42706191;40773368;44807048;40510174;44807048;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;31368409;29482569;33469377;29208659;11.16%;11.20%;11.83%;11.08%;29214848;2197;0;693410;84.87%;84.60%;84.41%;86.13%;84.28%;8487358;2179778;2032357;2242931;2032292;1125.18;1122.14;1.66;99;1681;8;0;342515;0
MESI-fluidanimate-4096-128-16.time;MESI;fluidanimate;4096;128;16;33271132;32249621;34647103;31960075;34647103;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21933350;20958822;23309432;20658560;7.49%;7.67%;7.93%;7.53%;21300176;2782;0;565578;85.93%;84.42%;83.87%;85.28%;90.28%;8592753;2175132;2019505;2220980;2177136;1798.48;1794.13;3.83;99;2677;8;0;334131;0
MESI-fluidanimate-4096-16-16.time;MESI;fluidanimate;4096;16;16;33322538;32236285;34741308;31942243;34741308;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21984756;20945486;23403637;20640728;7.51%;7.67%;7.96%;7.52%;21328784;2731;0;566183;85.77%;84.91%;83.89%;85.22%;89.15%;8576854;2187733;2020051;2219318;2149752;943.83;941.99;1.71;99;605;8;0;308144;0
MESI-fluidanimate-4096-2-1024.time;MESI;fluidanimate;4096;2;1024;75329044;68203503;75154387;67021889;75329044;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;63991262;56912704;63816716;55720374;21.99%;20.60%;21.71%;20.08%;1721563136;7945;0;400629;86.01%;86.64%;85.20%;87.32%;84.74%;8601183;2232217;2051376;2274050;2043540;195.48;194.05;1.41;99;75;9;0;303042;0
MESI-fluidanimate-4096-2-128.time;MESI;fluidanimate;4096;2;128;28651381;24435522;29554955;24394115;29554955;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;17313599;13144723;18217284;13092600;5.67%;4.40%;5.94%;4.37%;91165312;2166;0;200223;83.13%;83.66%;82.62%;84.18%;81.94%;8312952;2155469;1989414;2192165;1975904;151.07;149.79;1.23;99;109;8;0;320519;0
MESI-fluidanimate-4096-2-16.time;MESI;fluidanimate;4096;2;16;36108341;33983221;37739015;33760383;37739015;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;24770559;22692422;26401344;22458868;8.59%;8.39%;9.12%;8.28%;23177120;2374;0;587902;85.65%;84.98%;84.22%;85.94%;87.49%;8565033;2189394;2027944;2237924;2109771;915.75;914.46;1.18;99;587;8;0;305312;0
MESI-fluidanimate-4096-2-2048.time;MESI;fluidanimate;4096;2;2048;95299267;86370202;95788431;86451097;95788431;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;83961485;75079403;84450760;75149582;29.59%;27.96%;29.46%;27.89%;1713514496;7873;0;482266;88.00%;88.41%;87.38%;89.07%;87.01%;8799839;2277852;2104092;2319567;2098328;222.58;221.57;0.99;99;94;8;0;303065;0
MESI-fluidanimate-4096-2-256.time;MESI;fluidanimate;4096;2;256;34374445;27222361;35116048;26444057;35116048;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;23036663;15931562;23778377;15142542;7.83%;5.49%;8.02%;5.16%;226406144;3951;0;217079;83.20%;83.81%;82.16%;84.45%;82.24%;8320197;2159384;1978209;2199341;1983263;133.95;132.75;0.89;99;308;11;0;338855;0
MESI-fluidanimate-4096-2-32.time;MESI;fluidanimate;4096;2;32;29043046;27041845;30007582;26948573;30007582;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;17705264;15751046;18669911;15647058;5.85%;5.52%;6.15%;5.46%;29635680;1943;0;350545;85.65%;84.40%;84.14%;85.73%;88.43%;8565327;2174552;2025860;2232472;2132443;396.63;393.52;1.31;99;280;8;0;337176;0
MESI-fluidanimate-4096-2-4.time;MESI;fluidanimate;4096;2;4;62623546;59609240;65268237;59509799;65268237;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;51285764;48318441;53930566;48208284;18.88%;19.03%;19.69%;18.93%;12834456;3334;0;1294735;85.64%;84.40%;83.85%;85.68%;88.70%;8563587;2174564;2018984;2231145;2138894;5051.07;5046.18;4.51;99;6325;11;0;342326;0
MESI-fluidanimate-4096-2-512.time;MESI;fluidanimate;4096;2;512;53845239;46412690;54233788;45760653;54233788;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;42507457;35121891;42896117;34459138;14.59%;12.60%;14.60%;12.30%;840003584;7268;0;284326;84.58%;85.12%;83.76%;85.89%;83.39%;8457552;2193019;2016755;2236747;2011031;159.23;157.91;1.31;99;378;8;0;303042;0
MESI-fluidanimate-4096-2-64.time;MESI;fluidanimate;4096;2;64;27340964;24300002;28408545;24135728;28408545;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;16003182;13009203;17070874;12834213;5.18%;4.37%;5.52%;4.28%;46157440;1789;0;235269;83.98%;84.06%;83.21%;84.58%;84.03%;8398374;2165695;2003614;2202647;2026418;208.93;207.41;1.50;99;96;8;0;303048;0
MESI-fluidanimate-4096-2-8.time;MESI;fluidanimate;4096;2;8;52276912;49516117;54896286;49112068;54896286;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;40939130;38225318;43558615;37810553;14.86%;14.82%;15.71%;14.63%;20810640;3333;0;1099480;85.82%;84.71%;84.21%;86.60%;87.79%;8582378;2182499;2027533;2255329;2117017;2799.53;2795.81;3.50;99;1149;9;0;303143;0
MESI-fluidanimate-4096-256-16.time;MESI;fluidanimate;4096;256;16;33277913;32282232;34645372;31957281;34645372;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21940131;20991433;23307701;20655766;7.49%;7.68%;7.93%;7.53%;21306720;2841;0;565687;85.88%;84.27%;83.81%;85.34%;90.24%;8587692;2171190;2018030;2222322;2176150;2690.61;2684.02;5.95;99;2563;9;0;331424;0
MESI-fluidanimate-4096-32-16.time;MESI;fluidanimate;4096;32;16;33294248;32233203;34686342;31938885;34686342;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21956466;20942404;23348671;20637370;7.50%;7.66%;7.94%;7.52%;21311536;2751;0;566016;85.24%;84.82%;83.99%;85.21%;86.97%;8523827;2185409;2022275;2218954;2097189;1058.02;1054.78;3.06;99;1415;8;0;332976;0
MESI-fluidanimate-4096-4-16.time;MESI;fluidanimate;4096;4;16;34081231;32424267;35513867;32126789;35513867;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;22743449;21133468;24176196;20825274;7.81%;7.75%;8.26%;7.60%;21684624;2480;0;569123;85.75%;84.92%;84.30%;85.04%;88.87%;8575392;2187870;2029794;2214661;2143067;896.36;890.84;5.42;99;535;7;0;303060;0
MESI-fluidanimate-4096-64-16.time;MESI;fluidanimate;4096;64;16;33277470;32223480;34670199;31937914;34670199;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21939688;20932681;23332528;20636399;7.49%;7.66%;7.94%;7.52%;21303520;2682;0;565906;85.78%;84.77%;84.05%;85.25%;89.15%;8577624;2183998;2023721;2220044;2149861;1265.89;1262.37;3.09;99;1538;8;0;334718;0
MESI-fluidanimate-4096-8-16.time;MESI;fluidanimate;4096;8;16;33491600;32288334;34883975;31986859;34883975;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;22153818;20997535;23546304;20685344;7.58%;7.69%;8.02%;7.54%;21411136;2654;0;567183;84.95%;85.07%;83.89%;85.10%;85.72%;8494953;2191721;2020000;2216216;2067016;895.12;891.27;3.79;99;350;8;0;303061;0
MESI-fluidanimate-512-2-16.time;MESI;fluidanimate;512;2;16;65003199;57267668;66435856;56821847;66435856;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;53665417;45976869;55098185;45520332;19.78%;18.04%;20.11%;17.83%;43682768;372;0;832808;86.98%;86.95%;86.47%;87.99%;86.45%;8698410;2240202;2082154;2291372;2084682;280.80;279.00;1.77;99;192;8;0;303044;0
MESI-fluidanimate-65536-2-16.time;MESI;fluidanimate;65536;2;16;26959468;25780373;27440327;26648202;27440327;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;15621686;14489574;16102656;15346687;5.02%;4.96%;4.88%;5.07%;13798448;17680;0;364438;84.37%;82.91%;88.11%;83.59%;83.06%;8437430;2136286;2121432;2176759;2002953;9965.81;9959.96;5.40;99;8943;9;0;339853;0
MESI-fluidanimate-8192-2-16.time;MESI;fluidanimate;8192;2;16;32862813;31582595;33855633;31462219;33855633;11337782;11290799;11337671;11301515;1832392;744111;1821846;585998;1838008;766181;1832174;579291;21525031;20291796;22517962;20160704;7.33%;7.35%;7.62%;7.28%;20296240;4782;0;528495;85.24%;83.90%;83.33%;84.80%;89.04%;8523814;2161666;2006483;2208461;2147204;1771.44;1768.74;1.95;99;2641;8;0;342864;0
MESIF-blackscholes-1024-2-16.time;MESIF;blackscholes;1024;2;16;33182832;33011308;34148107;33202708;34148107;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;22752518;22628032;23717769;22807804;9.08%;9.06%;9.39%;9.09%;20383632;222;0;358499;82.52%;82.50%;82.44%;82.63%;82.52%;8252092;2060297;2053155;2073141;2065499;281.37;279.62;1.72;99;125;7;0;302329;0
MESIF-blackscholes-128-2-16.time;MESIF;blackscholes;128;2;16;154869225;154490632;155526953;155207969;155526953;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;144438911;144107356;145096615;144813065;58.64%;58.67%;58.61%;58.66%;134483024;27;0;2540533;92.18%;92.81%;91.33%;92.81%;91.77%;9218036;2317880;2274466;2328671;2297019;378.73;376.26;1.87;99;240;7;0;302322;0
MESIF-blackscholes-16384-2-16.time;MESIF;blackscholes;16384;2;16;15138293;15054591;15765807;15107383;15765807;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;4707979;4671315;5335469;4712479;0.90%;0.89%;1.16%;0.91%;1720400;829;0;11028;80.76%;80.14%;80.92%;81.13%;80.87%;8076471;2001347;2015226;2035501;2024397;949.50;947.71;1.51;99;1037;8;0;326274;0
MESIF-blackscholes-2048-2-16.time;MESIF;blackscholes;2048;2;16;21327897;21174709;22263233;21311248;22263233;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;10897583;10791433;11832895;10916344;4.05%;4.01%;4.36%;4.05%;8858800;306;0;142221;81.73%;81.65%;81.73%;81.87%;81.66%;8172810;2039125;2035467;2054174;2044044;262.47;260.45;1.23;99;424;8;0;329625;0
MESIF-blackscholes-256-2-16.time;MESIF;blackscholes;256;2;16;118432435;118113834;119180790;118708732;119180790;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;108002121;107730558;108750452;108313828;44.45%;44.47%;44.52%;44.48%;106550976;101;0;2211550;89.84%;92.38%;90.09%;88.02%;88.88%;8983893;2307168;2243610;2208347;2224768;430.28;427.10;2.21;99;305;7;0;302323;0
MESIF-blackscholes-32768-2-16.time;MESIF;blackscholes;32768;2;16;14593234;14485587;15104848;14542207;15104848;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;4162920;4102311;4674510;4147303;0.68%;0.67%;0.89%;0.68%;1330352;899;0;9999;80.76%;80.14%;80.91%;81.12%;80.87%;8075910;2001256;2015008;2035267;2024379;1236.02;1231.98;3.89;99;701;9;0;303005;0
MESIF-blackscholes-4096-1-16.time;MESIF;blackscholes;4096;1;16;20792401;20660988;21688363;20758170;21688363;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;10362087;10277712;11258025;10363266;3.96%;3.93%;4.27%;3.95%;7019408;405;0;35784;81.99%;81.98%;81.80%;82.12%;82.06%;8199127;2047306;2037284;2060540;2053997;551.12;549.48;1.57;99;314;10;0;306863;0
MESIF-blackscholes-4096-128-16.time;MESIF;blackscholes;4096;128;16;13742682;13643042;14524600;13673755;14524600;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3312368;3259766;4094262;3278851;0.35%;0.31%;0.65%;0.34%;863536;394;0;12637;80.45%;80.14%;80.29%;81.23%;80.12%;8044864;2001494;1999593;2038230;2005547;1173.11;1170.56;1.26;99;1007;8;0;347553;0
MESIF-blackscholes-4096-16-16.time;MESIF;blackscholes;4096;16;16;13749929;13643556;14538585;13682590;14538585;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3319615;3260280;4108247;3287686;0.35%;0.32%;0.66%;0.34%;869040;380;0;12680;80.70%;80.40%;81.05%;81.23%;80.12%;8070287;2007886;2018578;2038199;2005624;346.47;345.14;1.30;99;471;8;0;337595;0
MESIF-blackscholes-4096-2-1024.time;MESIF;blackscholes;4096;2;1024;52538744;52345486;52740035;52606849;52740035;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;42108430;41962210;42309697;42211945;15.56%;15.55%;15.55%;15.56%;1931420672;209;0;330788;91.95%;91.92%;91.94%;92.16%;91.79%;9195101;2295533;2289795;2312222;2297551;153.32;149.87;1.33;98;113;9;0;302324;0
MESIF-blackscholes-4096-2-128.time;MESIF;blackscholes;4096;2;128;19664014;19587313;20004276;19676182;20004276;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;9233700;9204037;9573938;9281278;2.99%;2.98%;3.09%;3.00%;46342016;213;0;60370;81.88%;81.76%;81.80%;82.27%;81.70%;8188170;2041938;2037107;2064146;2044979;118.97;117.82;1.12;99;63;7;0;302328;0
MESIF-blackscholes-4096-2-16.time;MESIF;blackscholes;4096;2;16;16197082;16113529;17091912;16130558;17091912;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5766768;5730253;6661574;5735654;1.40%;1.36%;1.70%;1.39%;2925328;415;0;36832;81.16%;81.10%;81.12%;81.30%;81.10%;8115717;2025463;2020357;2039890;2030007;365.38;363.80;1.52;99;537;10;0;330088;0
MESIF-blackscholes-4096-2-2048.time;MESIF;blackscholes;4096;2;2048;66004308;65721932;66150615;66020992;66150615;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;55573994;55338656;55720277;55626088;20.81%;20.78%;20.77%;20.79%;1127864320;211;0;569371;94.40%;94.19%;94.32%;94.71%;94.39%;9440353;2352335;2349029;2376318;2362671;165.78;164.39;1.23;99;228;7;0;302320;0
MESIF-blackscholes-4096-2-256.time;MESIF;blackscholes;4096;2;256;28545244;28450357;28789879;28569103;28789879;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;18114930;18067081;18359541;18174199;6.15%;6.14%;6.20%;6.15%;175600896;233;0;70014;83.73%;83.68%;83.67%;83.77%;83.78%;8372557;2089813;2083806;2101893;2097045;124.89;123.10;0.83;99;110;10;0;302380;0
MESIF-blackscholes-4096-2-32.time;MESIF;blackscholes;4096;2;32;16209515;16162168;16838663;16171414;16838663;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5779201;5778892;6408325;5776510;1.43%;1.41%;1.62%;1.43%;5725728;292;0;31414;81.22%;81.15%;81.23%;81.34%;81.13%;8121644;2026711;2023101;2040931;2030901;205.11;203.61;1.47;99;207;8;0;302355;0
MESIF-blackscholes-4096-2-4.time;MESIF;blackscholes;4096;2;4;16273368;16113299;17667239;16167011;17667239;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5843054;5730023;7236901;5772107;1.42%;1.35%;1.93%;1.38%;778952;699;0;42344;80.93%;80.76%;80.96%;81.30%;80.70%;8093226;2016832;2016394;2039919;2020081;1203.61;1200.22;2.99;99;504;8;0;302493;0
MESIF-blackscholes-4096-2-512.time;MESIF;blackscholes;4096;2;512;40485989;40357111;40684036;40564776;40684036;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;30055675;29973835;30253698;30169872;10.80%;10.80%;10.82%;10.82%;657699328;210;0;203434;87.20%;87.37%;87.01%;87.20%;87.22%;8719938;2181916;2166904;2187975;2183143;141.76;137.35;1.23;97;109;7;0;302324;0
MESIF-blackscholes-4096-2-64.time;MESIF;blackscholes;4096;2;64;17993967;17858458;18384931;17919833;18384931;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;7563653;7475182;7954593;7524929;2.47%;2.46%;2.59%;2.48%;19274624;210;0;51097;81.52%;81.47%;81.51%;81.68%;81.41%;8151649;2034663;2029886;2049315;2037785;145.02;143.51;0.91;99;168;12;0;302387;0
MESIF-blackscholes-4096-2-8.time;MESIF;blackscholes;4096;2;8;16090785;15923232;17485954;15987472;17485954;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;5660471;5539956;7055616;5592568;1.34%;1.28%;1.86%;1.30%;1477256;677;0;40115;81.09%;80.97%;81.11%;81.31%;80.95%;8108501;2022160;2020000;2040156;2026185;677.59;675.97;1.57;99;353;7;0;302880;0
MESIF-blackscholes-4096-256-16.time;MESIF;blackscholes;4096;256;16;13742279;13643037;14525390;13673572;14525390;10430314;10383276;10430338;10394904;1489888;1007461;1485857;1004611;1492629;1016428;1493736;1009391;3311965;3259761;4095052;3278668;0.35%;0.31%;0.65%;0.34%;863440;388;0;12630;80.45%;80.14%;80.29%;81.23%;80.12%;8044843;2001496;1999589;2038227;2005531;1951.25;1947.98;3.02;99;2755;10;0;335135;0
